id,title,vote_average,vote_count,runtime,imdb_id,original_language,overview,popularity,genres,keywords,year
34038,Magical Mystery Tour,6.639,140,55,tt0061937,en,"A typically Beatlesque film originally produced for television, this short film was intended to be an off-the-wall road movie with the Beatles and three dozen or so friends on a psychedelic bus.",6.064567337144286,"Music, Comedy, Fantasy, TV Movie","musical, surrealism, rock music, road movie, beatlemania, companion piece, short film, hallucinatory, tv movie",1967
631997,The Forest of Love,6.54,139,151,tt10589914,ja,A con man and a would-be filmmaking crew force themselves into the lives of two grief-scarred young women. But nothing is as it seems.,6.061820717355644,"Crime, Thriller","smoking, supernatural, trauma, forest, based on true story, torture, drinking, death, mental illness, lgbt",2019
19492,Captain EO,6.788,139,17,tt0090793,en,"In this 3-D science fiction film that was shown at Disney theme parks, the infamous Captain EO and his ragtag crew are sent on a diplomatic mission through space to deliver a gift to the mysterious and menacing Supreme Leader of a desolate industrial planet.",6.068425434463302,"Music, Science Fiction, Family",musical,1986
96399,For Greater Glory: The True Story of Cristiada,6.691,139,145,tt1566501,en,"A chronicle of the Cristeros War (1926-1929), which was touched off by a rebellion against the Mexican government's attempt to secularize the country.",6.065842137852646,"History, Drama",duringcreditsstinger,2012
363889,The Funhouse Massacre,5.3,139,90,tt4483220,en,Six of the worlds scariest psychopaths escape from a local Asylum and proceed to unleash terror on the unsuspecting crowd of a Halloween Funhouse whose themed mazes are inspired by their various reigns of terror.,6.028797131817353,"Comedy, Horror","halloween, insane asylum, murder, mental institution, slasher, trapped, funhouse, criminally insane",2015
248376,Once Upon a Time in Shanghai,7.191,139,95,tt2290567,zh,A laborer moves to Shanghai in the hope of becoming rich. But ends up using his kung fu skills to survive. Remake of The Boxer From Shantung.,6.079158099763246,"Action, Crime","martial arts, kung fu, shanghai, china",2014
335970,Joe Dirt 2: Beautiful Loser,4.932,139,107,tt4126340,en,"When happy family man Joe Dirt finds himself transported to the recent past, he begins an epic journey to get back to his loved ones in the present.",6.018996583851151,Comedy,white trash,2015
38805,Lilies of the Field,7.248,139,94,tt0057251,en,"An unemployed construction worker heading out west stops at a remote farm in the desert to get water when his car overheats. The farm is being worked by a group of East European Catholic nuns, headed by the strict mother superior, who believes the man has been sent by God to build a much needed church in the desert.",6.080676119421055,"Comedy, Drama","based on novel or book, nun, arizona, homelessness, farm life, chapel, racism, desert, construction worker",1963
14028,Behind Enemy Lines III: Colombia,5.6,139,94,tt1208647,en,Navy SEALS mount an attack on Colombian special forces to clear their names and rescue a hostage.,6.036786708963714,"War, Action, Thriller",invasion,2009
13955,Beethoven's Big Break,5.158,139,101,tt1176410,en,"Eddie, a struggling animal trainer and single dad suddenly finds himself the personal wrangler for a large and lovable St. Bernard whose fabulous movie ""audition"" catapults the dog to stardom. However, a trio of unscrupulous ne'er-do-wells have plans to kidnap the famous dog and hold him for ransom.",6.025015398634743,"Family, Comedy","st. bernard, dog",2008
298040,Gods,7.781,139,121,tt3745620,pl,Set in communist Poland of the 80s the movie depicts early career of cardio surgeon Zbigniew Religa.,6.094870934817756,Drama,biography,2014
409317,It's a Fairy!,5.7,139,86,tt2495980,pt,"Geraldine is a fairy who lost their wings by using unconventional methods in their missions. Her last chance to retrieve them will be the mission ""Julia"".",6.039449901345834,"Comedy, Fantasy","fairy, school",2016
315588,Dreamgirls,5.835,139,109,tt4307692,de,"Parallel love stories of three young women in Berlin: Hannah - an unhappy attorney who sexually demeans herself in order to get at least some love and romance, Leni who runs a coffee shop and has just been ditched by her long term boyfriend, and Vivienne who ends up falling in love with a puppy-eyed pasta designer with 21 dogs.",6.043045211061696,Comedy,woman director,2015
514236,Contromano,5.806,139,102,tt6597246,it,"Mario Cavallaro is 50 and lives in the same district of always in Milano and fears changes until arrives Oba, a Senegalese seller of socks so he decides to kidnap Oba and take him back to Senegal.",6.042272885270881,Comedy,antonio albanese,2018
30566,Blacula,5.511,139,93,tt0068284,en,"An 18th century African prince is turned into a vampire while visiting Transylvania. Two centuries later, he rises from his coffin attacking various residents of Los Angeles and meets Tina, a woman who he believes is the reincarnation of his deceased wife.",6.034416467743627,"Horror, Fantasy","cop-killer, vampire, nightclub, reincarnation, morgue, murder, blaxploitation cinema, coroner",1972
43423,The Wind Will Carry Us,7.183,139,118,tt0209463,fa,Irreverent city engineer Behzad comes to a rural Kurdish village in Iran to keep vigil for a dying relative. In the meanwhile the film follows his efforts to fit in with the local community and how he changes his own attitudes as a result.,6.078945044372677,Drama,"small town, engineering, rural area, fish out of water, iran",1999
17113,The Ballad of Jack and Rose,6.077,139,111,tt0357110,en,"Jack Slavin is an environmentalist with a heart condition who lives with his daughter, Rose, on an isolated island. While Jack fights against developers who wish to build in the area, he also craves more contact with other people. When he invites his girlfriend, Kathleen, and her sons, Rodney and Thaddius, to move in, Rose is upset. The complicated family dynamics makes things difficult for everyone in the house.",6.049490136626427,Drama,"runaway, commune, arson, incest, illness, environmentalism, diabetic, peeping tom, scythe, woman director",2005
25993,Asylum,5.964,139,88,tt0068230,en,"A young psychiatrist applies for a job at a mental asylum, and must pass a test by interviewing four patients. He must figure out which of the patients, is in fact, the doctor that he would be replacing if hired.",6.046480729234632,"Horror, Mystery","asylum, insane asylum, anthology, psychiatrist, mental asylum",1972
26398,At the Earth's Core,5.036,139,90,tt0074157,en,"A huge burrowing machine tunnels out of control at ferocious speed, cutting clean through to the center of the earth, to the twilight world of pellucidar. Once there, Dr. Perry and David Innes are threatened by half human creatures, lizard-like birds, and man-eating plants.",6.021766303928556,"Adventure, Fantasy, Science Fiction","monster, based on novel or book, quicksand, subterranean, cavern, cave woman",1976
810731,Why Did You Kill Me?,5.982,139,83,tt14318430,en,The line between justice and revenge blurs when a devastated family uses social media to track down the people who killed 24-year-old Crystal Theobald.,6.046960103863413,"Documentary, Crime","murder, true crime, social media, avenge",2021
1011679,Shark Side of the Moon,5.237,139,88,tt21426434,en,"Decades ago, the USSR developed unkillable sharks and launched them to the moon. Today, a team of American astronauts will endure the fight of their lives.",6.027119320616618,"Action, Science Fiction, Thriller, Horror","moon, shark attack, inspiration, astronaut, shark, humanity, ussr",2022
29715,Major Dundee,6.629,139,125,tt0059418,en,"During the last winter of the Civil War, cavalry officer Amos Dundee leads a contentious troop of Army regulars, Confederate prisoners and scouts on an expedition into Mexico to destroy a band of Apaches who have been raiding U.S. bases in Texas.",6.064190958575731,Western,"mexico, prisoner of war, apache nation, raid, confederate",1965
31372,Samurai I: Musashi Miyamoto,7.194,139,93,tt0047444,ja,"Struggling to elevate himself from his low caste in 17th century Japan, Miyamoto trains to become a mighty samurai warrior.",6.07923799553471,"Drama, Action, Adventure","samurai, jidaigeki, miyamoto musashi",1954
115084,Piranhaconda,5.068,139,90,tt1886644,en,A hybrid creature - half piranha and half anaconda -- attacks a low-budget horror movie crew on location near her nest when her egg is stolen. Now they must outrun and kill the deadly piranhaconda as well as stop the mad scientist who stole the egg - before they all become dinner.,6.022618525490834,"Horror, Science Fiction, Comedy","ransom, hawaii, water monster, filmmaking, killer snake, held hostage",2012
31789,What a Drag,5.856,139,100,tt0117412,fr,"A closeted gay man's attempt to ""act straight"" for the sake of his job has unexpected consequences.",6.043604481461942,Comedy,"lgbt, gay theme",1996
22013,Elmer Gantry,7.299,139,146,tt0053793,en,"When hedonistic but charming con man Elmer Gantry meets the beautiful Sister Sharon Falconer, a roadside revivalist, he feigns piousness to join her act as a passionate preacher. The two make a successful onstage pair, and their chemistry extends to romance. Both the show and their relationship are threatened, however, when one of Gantry's ex-lovers decides that she has a score to settle with the charismatic performer.",6.082034347535936,Drama,"based on novel or book, con man, fraud, kansas, usa, religion, preacher, religious hypocrisy, traveling salesman, evangelist, revivalism",1960
463116,The Stolen Princess,6.82,139,85,tt5378092,uk,"This wonderful story happened in the age of valiant knights, beautiful princesses, and battling sorcerers. Ruslan, a wandering artist dreaming to become a knight, met beautiful Mila and fell in love with her; he didn’t even suspect that she is the King’s daughter. However, the lovers’ happiness wasn’t meant to last too long. Chernomor, the evil sorcerer, appeared in a magic vortex and stole Mila right before Ruslan’s eyes to transform her power of love into his own magic power. Without further ado, Ruslan sets out on a chase after the stolen princess to overcome all obstacles and to prove that real love is stronger than magic.",6.06927765602558,"Animation, Comedy, Adventure, Family","princess, rescue, magic, artist, rescue mission, knight, sorcerer, king",2018
21711,The Candidate,6.522,139,110,tt0068334,en,"Bill McKay is a candidate for the U.S. Senate from California. He has no hope of winning, so he is willing to tweak the establishment.",6.0613413427268625,"Comedy, Drama","california, politics, political campaign, u.s. senator, political candidate",1972
664297,She Dies Tomorrow,5.2,139,85,tt11614912,en,"Amy is ravaged by the notion that she is going to die tomorrow, which sends her down a dizzying emotional spiral. When her skeptical friend Jane discovers Amy’s feeling of imminent death to be contagious, they both begin bizarre journeys through what might be the last day of their lives.",6.026133939435233,Drama,"obsession, female friendship, alcohol abuse, woman director, fear of death, brother sister relationship",2020
136278,Blood,5.849,139,92,tt2078552,en,"Thriller charting the moral collapse of a police family. Two cop brothers, smothered by the shadow of their former police chief father, must investigate a crime they themselves have committed.",6.0434180579951935,"Drama, Thriller, Crime","sea, island, sibling relationship, police, investigation, flashback, murder, church, rage, coast",2012
5259,The Band's Visit,7.1,139,83,tt1032856,he,"A small Egyptian police band travels to Israel to play at the inaugural ceremony of an Arab arts center, only to find themselves stuck in the wrong town.",6.076734594695517,"Comedy, Drama","egypt, israel, strong woman, empowerment, ladykiller, orchestra, police band, stranded, roller skating rink, foreign visitor, lost",2007
390059,Permission,4.95,139,96,tt5390066,en,A woman on the brink of a marriage proposal is told by a friend that she should date other men before spending the rest of her life with her boyfriend.,6.019475958479933,"Comedy, Romance, Drama","marriage proposal, romance, dating woes",2018
10525,Forget Paris,6.151,139,101,tt0113097,en,"Mickey Gordon is a basketball referee who travels to France to bury his father. Ellen Andrews is an American living in Paris who works for the airline he flies on. They meet and fall in love, but their relationship goes through many difficult patches.",6.0514608989891965,"Comedy, Drama, Romance","paris, france, crisis, dallas texas, basketball, falling in love, told in flashback, referee",1995
912826,Rubius X,8.59,139,76,tt16306510,es,"On the 10th anniversary of the publication of his first video on the Internet, ""Rubius X"" is a documentary that deals with the origin, motivation and secrets behind Rubius, one of the most followed Spanish content creators in the world. A review of the history of a pioneer, the icon of a whole generation, who represents like few others the revolution of the new digital media.",6.116416161189108,Documentary,"twitch streamer, youtuber",2022
13405,The Children of Huang Shi,6.719,139,125,tt0889588,zh,"About young British journalist, George Hogg, who with the assistance of a courageous Australian nurse, saves a group of orphaned children during the Japanese occupation of China in 1937.",6.066587831719639,"Drama, War","based on true story, duringcreditsstinger, 1930s, children in wartime, japanese occupation of china",2008
16515,Captains Courageous,7.378,139,115,tt0028691,en,"Harvey, the arrogant and spoiled son of an indulgent absentee-father, falls overboard from a transatlantic steamship and is rescued by a fishing vessel on the Grand Banks. Harvey fails to persuade them to take him ashore, nor convince the crew of his wealth. The captain offers him a low-paid job, until they return to port, as part of the crew that turns him into a mature, considerate young man.",6.084138269517811,"Adventure, Drama, Family","fishing, fisherman, spoiled child, coming of age, fishing boat, ice cream parlor, schooner, accident, trawler, portuguese fisherman",1937
474444,The Wild Boys,6.558,139,111,tt6340640,fr,"Island of La Réunion, in the beginning of the 20th century. Five teenagers commit a savage crime. As punishment, a Dutch captain takes them to a supernatural island with luxuriant vegetation and bewitching powers.",6.062300091984426,"Drama, Adventure, Fantasy","shipwreck, youth gang, isolated island, mysterious lands, magic land",2017
592508,Sooryavanshi,5.802,139,145,tt9531772,hi,"A fearless, faithful albeit slightly forgetful Mumbai cop, Veer Sooryavanshi, the chief of the Anti-Terrorism Squad in India pulls out all the stops and stunts to thwart a major conspiracy to attack his city.",6.042166357575597,"Action, Crime, Thriller","police, sequel, police officer, cop universe",2021
7216,Zombie Holocaust,5.482,139,84,tt0079788,it,"After Malukan immigrants engage in a string of corpse mutilations at various New York City hospitals, a doctor and a morgue assistant travel to the Maluku Islands to investigate.",6.033644141952812,Horror,"island, experiment, undead, mad doctor, zombie, cannibal",1980
37757,Never Sleep Again: The Elm Street Legacy,7.799,139,240,tt1510985,en,"For decades, Freddy Krueger has slashed his way through the dreams of countless youngsters, scaring up over half a billion dollars at the box office across eight terrifying, spectacular films.",6.0953503094465376,"Documentary, Horror","movie business, behind the scenes, special effects, horror filmmaking, celebrity interview, film director, film crew, actors",2010
337844,In Dubious Battle,5.9,139,110,tt4411618,en,"In the California apple country, 900 migratory workers rise 'in dubious battle' against the landowners. The group takes on a life of its own—stronger than its individual members, and more frightening. Led by the doomed Jim Nolan, the strike is founded on his tragic idealism—'courage, never submit, or yield'.",6.044776286110075,Drama,"california, strike, based on novel or book, labor strike, 1930s, migratory workers",2016
26811,Dr. Terror's House of Horrors,6.468,139,98,tt0059125,en,Five strangers board a train and are joined by a mysterious fortune teller who offers to read their Tarot cards. Five separate stories unfold: An architect returns to his ancestoral home to find a werewolf out for revenge; a doctor discovers his new wife is a vampire; a huge plant takes over a house; a musician gets involved with voodoo; an art critic is pursued by a disembodied hand.,6.0599032188405175,Horror,"anthology, crawling hand",1965
42164,Camera Buff,7.482,139,112,tt0078763,pl,"Filip buys an 8mm movie camera when his first child is born. Because it's the first camera in town, he's named official photographer by the local Party boss. His horizons widen when he is sent to regional film festivals with his first works but his focus on movie making also leads to domestic strife and philosophical dilemmas.",6.0869079895952165,"Drama, Comedy","factory worker, factory, camera, poland, filmmaking, super 8mm footage, documentary filmmaking, marital problem, communist party, thuggish boss, party politics, post-war poland, student film, film festival, new father, someone with a camera",1979
595216,Play or Die,5.46,139,89,tt9537532,en,"Welcome to Paranoia, the ultimate escape game. Rule #1: Nothing is real. Rule #2: One of you will die. Lucas and Chloe, two passionate gamers, decide to participate to Paranoia, a very exclusive escape game. After solving a first riddle, they make it to the location of the finale in an abandoned mental hospital, lost in a frightening forest. There, four other participants are waiting on them. They soon realize that only one of them will get out of there alive.",6.033058239628746,"Horror, Mystery","death match, mind game, deadly game, strategy game, abandoned building, horror game, intellectual game, death game",2019
41463,My Favorite Wife,6.989,139,88,tt0029284,en,"Seven years after a shipwreck in which she was presumed dead, Ellen Arden arrives home to find that her husband Nick has just remarried. The overjoyed Nick struggles to break the news to his new bride. But he gets a shock when he hears the whole story: Ellen spent those seven years alone on a desert island with another man.",6.073778451151363,"Comedy, Romance","jealousy, judge, shipwreck, marriage, presumed dead, screwball comedy, deserted island, comedy of remarriage",1940
39037,The Good Guy,5.594,139,90,tt1247662,en,"Ambitious young Manhattanite and urban conservationist Beth wants it all: a good job, good friends, and a good guy to share the city with. Of course that last one is often the trickiest of all. Beth falls hard for Tommy, a sexy, young Wall Street hot-shot. But just as everything seems to be falling into place, complications arise in the form of Tommy's sensitive and handsome co-worker Daniel. Beth soon learns that the game of love in the big city is a lot like Wall Street -- high risk, high reward and everybody has an angle.",6.0366269174207865,"Comedy, Romance","romantic comedy, love, manhattan, new york city, finding love",2009
51996,Thin Ice,6.676,139,93,tt1512240,en,A dishonest insurance salesman's life quickly disintegrates during a Wisconsin winter when he teams up with a psychopath to steal a rare violin at the home of a reclusive farmer.,6.065442658995328,"Comedy, Crime, Drama","cold, salesman, woman director",2012
26579,The Heart Is Deceitful Above All Things,5.896,139,98,tt0368774,en,"Young Jeremiah lives in a stable environment with loving foster parents until the day his troubled mother, Sarah, returns to claim him. Jeremiah becomes swept up in his mother's dangerous world of drugs, seedy hotels, strip joints and revolving lovers. Salvation comes in the form of the boy's ultrareligious grandparents, but soon Jeremiah's mother returns. Maternal love binds the pair together on the road until Sarah's desperate and depraved lifestyle finally consumes her.",6.0446697584147895,Drama,"fire, prostitute, rape, dancer, police, alcohol, fanatic, stripper, autobiography, psychologist, religion, pedophile, drugs, based on short story, woman director",2004
734796,Don't Kill Me,4.417,139,90,tt11116374,it,"After Mirta dies of a drug overdose with her lover, she resuscitates alone and discovers she's part of a violent world she never knew existed.",6.005281143083232,Horror,"based on novel or book, love story",2021
22681,Homecoming,5.888,139,88,tt1135500,en,A jealous woman plots revenge after her former beau returns to their hometown with a pretty new girlfriend.,6.0444567030242204,"Horror, Thriller, Drama","small town, jealousy, obsession, american football, ex-girlfriend, cheerleader, college, suspicion, girlfriend, love, murder, torture, drugs, desire, obsessive love, psycho, christmas, jilted woman",2009
773867,Seoul Vibe,6.673,139,140,tt13611770,ko,"Chasing speed, dreams and money, a team of drivers get involved in the slush fund investigation of a powerful figure during the 1988 Seoul Olympics.",6.065362763223864,"Action, Crime, Comedy, Adventure","car race, 1980s, seoul, south korea, chun doo-hwan",2022
19974,The Big Clock,7.266,139,95,tt0040160,en,"Stroud, a crime magazine's crusading editor has to post-pone a vacation with his wife, again, when a glamorous blonde is murdered and he is assigned by his publishing boss Janoth to find the killer. As the investigation proceeds to its conclusion, Stroud must try to disrupt his ordinarily brilliant investigative team as they increasingly build evidence (albeit wrong) that he is the killer.",6.0811554940498365,"Crime, Thriller","new york city, based on novel or book, clock, magazine, film noir, murder, publisher, sundial",1948
160085,Break Up Man,5.884,139,110,tt1978524,de,"BREAK UP MAN is an odd couple road movie and tells the story of Henri, who works for a break up agency in Berlin and on behalf of those who want to separate themselves from their future “ex”-partners. To complete his most important mission he is confronted with an unwanted partner, Toto, who spoils more or less everything and makes Henri’s life a nightmare.",6.044350175328935,Comedy,"love, money, break-up",2013
19155,Before the Rain,7.367,139,113,tt0110882,mk,"The circularity of violence seen in a story that circles on itself. In Macedonia, during the war in Bosnia, Christians hunt an ethnic Albanian girl who may have murdered one of their own. A young monk who's taken a vow of silence offers her protection. In London, a photographic editor who's pregnant needs to talk it out with her estranged husband and chooses a toney restaurant.",6.083845318355778,"Drama, War","london, england, monk, mountain, restaurant, war photographer, fashion photographer, albanian, macedonia",1994
26782,Shadows of Forgotten Ancestors,7.7,139,91,tt0058642,uk,"In a Carpathian village, Ivan falls in love with Marichka, the daughter of his father's killer. When tragedy befalls her, his grief lasts months; finally he rejoins the colorful life around him, marrying Palagna. She wants children but his mind stays on his lost love. To recapture his attention, Palagna tries sorcery, and in the process comes under the spell of the sorcerer, publicly humiliating Ivan, who then fights the sorcerer. The lively rhythms of village life, the work and the holidays, the pageant and revelry of weddings and funerals, the change of seasons, and nature's beauty give proportion to Ivan's tragedy.",6.092713748988238,"Drama, Romance","based on novel or book, sorcery, forbidden love, rivalry, sorcerer, star crossed lovers, carpathians, rusyn",1965
30250,Cold Souls,6.054,139,101,tt1127877,en,"Paul is agonising over his interpretation of 'Uncle Vanya' and, paralysed by anxiety, stumbles upon a solution via a New Yorker article about a high-tech company promising to alleviate suffering by extracting souls. He enlists their services—only to discover that his soul is the shape and size of a chickpea.",6.04887760237854,"Comedy, Drama, Fantasy, Science Fiction","soul selling, woman director, actor playing themself",2009
192538,Hammer of the Gods,4.4,139,99,tt2193418,en,"Action epic sees a passionate young man transform into a brutal warrior as he travels the unforgiving landscape in search of his long lost brother Hakan The Ferrocious, whose people are relying on him to restore order to their kingdom.",6.004828400378272,"History, Action, Adventure","viking, 9th century",2013
17403,How to Deal,5.446,139,99,tt0319524,en,Halley is convinced true love doesn't exist based on the crazy relationships around her. Her mother is divorcing her father who is dating a younger woman Halley can't stand. Her crazed sister is planning a wedding but has second thoughts and her best friend has fallen madly in love for the first time leaving Halley to feel even more alone.,6.032685392695249,"Drama, Comedy, Romance","high school, parent child relationship, teenage girl, best friend, divorce, teenage love, divorced parents, woman director, teenage romance, based on young adult novel",2003
444513,Amy Schumer: The Leather Special,4.1,139,57,tt6616074,en,"Comic sensation Amy Schumer riffs on sex, dating and the absurdities of fame in a bold and uncensored stand-up set at Denver's Bellco Theater.",5.9968388232319105,Comedy,"celebrity, stand-up comedy, fame, dating",2017
699280,Becoming,7.442,139,89,tt12221748,en,"Join former first lady Michelle Obama in an intimate documentary looking at her life, hopes and connection with others.",6.085842712642368,Documentary,first lady,2020
627087,Lunana: A Yak in the Classroom,7.414,139,109,tt10189300,dz,"A teacher, in search of inspiration, travels to the most remote school in the world, where he ends up realizing how important his job is and appreciating the value of yak dung.",6.085097018775374,Drama,"countryside, himalaya mountain range, teacher, rural area, bhutan, remote village, rural life",2019
2546,Zazie dans le Métro,6.6,139,93,tt0054494,fr,"A brash and precocious ten-year-old comes to Paris for a whirlwind weekend with her rakish uncle. He and the viewer get more than they bargained for, however, in this anarchic comedy that rides roughshod over the City of Light. Based on a popular novel by Raymond Queneau that had been considered unadaptable, the audacious Zazie dans le Métro, made with flair on the cusp of the French New Wave, is a bit of stream-of-consciousness slapstick, wall-to-wall with visual gags, editing tricks, and effects.",6.0634186327849156,"Comedy, Fantasy","metropolis, strike, paris, france, transvestism, subway, sightseeing, urban life, slapstick comedy, nouvelle vague",1960
76349,1911,5.7,138,99,tt1772230,zh,China's first President Sun Yat-Sen and military commander Huang Xing lead the revolutionary Wuchang Uprising in a bid to put an end to the reign of the Qing Dynasty.,6.0395149512474005,"Adventure, Drama, Action, History, War","martial arts, sword, revolution, gunfight, brutality, combat",2011
17795,My Fellow Americans,5.993,138,101,tt0117119,en,"They used to run the country. Now they're running for their lives! Two on-the-lam former Presidents of the United States. Framed in a scandal by the current President and pursued by armed agents, the two squabbling political foes plunge into a desperately frantic search for the evidence that will establish their innocence.",6.047263451716902,Comedy,"usa president, the white house, national security agency (nsa), sable",1996
502350,The Tree of Blood,6.467,138,130,tt6433832,es,"Marc and Rebeca, a young couple, travel to an old country house that used to belong to their family. Once there, they write the shared history of their roots, creating a huge family tree that harbours relationships of love, heartbreak, sex, madness, jealousy and infidelity, and under which also lies a history laden with secrets.",6.059798568517393,Drama,"family secrets, lgbt interest",2018
35031,The Milky Way,7.087,138,102,tt0066534,fr,"Two drifters go on a pilgrimage from France to Santiago de Compostela in Spain. Along the way, they hitchhike, beg for food, and face the Christian dogmas and heresies from different Ages.",6.076194712855587,Comedy,"spain, nun, inquisition, crucifixion, bible, surrealism, religion, catholicism, camino de santiago",1969
10434,"Faraway, So Close!",6.8,138,146,tt0107209,de,"Damiel is now married to Marion, runs the pizzeria “Da Angelo” and the two have a child. The solitarily remaining angel Cassiel is more and more dissatisfied with his destiny as a mere observer of human life and finally decides to take the great leap. As Karl Engel he soon gets into a dubious milieu and finds himself as the assistant of the German American Baker, who makes his money with shady arms deals and sends films east in exchange for weapons. Cassiel’s adventure turns into a “thriller” when he decides to put a stop to Baker’s game.",6.068604884750649,"Drama, Fantasy","rescue, berlin, germany, angel, urban life, friends",1993
241829,The Making of The Walking Dead,7.946,138,30,tt1805454,en,The Making of the TV Series The Walking Dead.,6.098911306382215,Documentary,"apocalypse, zombie, zombie apocalypse",2010
48392,Sound of Noise,7.355,138,102,tt1278449,sv,A tone-deaf cop works to track down a group of guerilla percussionists whose anarchic public performances are terrorizing the city.,6.083282078472743,"Comedy, Crime","conductor, drums, metronome, music store, operating room",2010
98162,The Painting,7.232,138,76,tt1891769,fr,Three characters living in an unfinished painting venture out into the real world in search of their creator to convince him to finish his work.,6.080029294999197,"Fantasy, Animation","france, painting, painter, worlds collide, class struggle",2011
104329,Last Passenger,5.6,138,96,tt1858481,en,"Independent British thriller starring Dougray Scott and Kara Tointon. Lewis (Scott), an overworked doctor, is on his way home from London with his young son Max (Joshua Kaynama). Clearly exhausted from his work, Lewis decides to take a nap on the train while an attractive young woman (Tointon) watches over his son. When he wakes, all but a few passengers have alighted and he realises that the train is not stopping to let anyone else off. Determined to get to the bottom of the mystery, Lewis goes to investigate and finds that the train has been taken over by an unstable driver who is hellbent on destroying the vehicle along with all the remaining passengers on board.",6.036870411838015,"Action, Thriller, Mystery","train, passengers",2013
34223,Vamp,5.9,138,93,tt0092147,en,"Two fraternity pledges go to a sleazy bar in search of a stripper for their college friends, unaware it is occupied by vampires.",6.044804030066174,"Comedy, Horror","chase, vampire, strip club, murder, fraternity, vixen",1986
20034,Hush,5.663,138,91,tt1093369,en,A young couple on a motorway journey are drawn into a game of cat and mouse with a truck driver when they see something disturbing in the back of his vehicle.,6.038536471665928,"Thriller, Horror, Action",sensor beam,2008
50987,Fort Apache Napoli,7.094,138,105,tt1272011,it,"The story of Giancarlo Siani, a journalist killed by the Neapolitan Mafia in 1985.",6.076379830614244,"History, Drama","journalist, journalism, mafia",2009
17653,The Legend of Fong Sai Yuk,6.8,138,106,tt0106936,cn,"The secret Red Lotus Flower Society is committed to the overthrow of the evil Manchu Emperor and his minions. One of his Governors is sent on a mission to retrieve a list of members of that secret society. Meanwhile, Canton kung fu practitioner Fong Sai-Yuk falls in love with the beautiful daughter of a rich merchant.",6.068604884750649,"Adventure, Action, Comedy",kung fu,1993
44425,Dabangg,5.92,138,130,tt1620719,hi,A troubled relationship with his younger half-brother and stepfather compels Chulbul Pandey to become a corrupt but fearless cop whose life changes when he locks horns with a corrupt political leader.,6.04533293794805,"Action, Comedy, Crime","fight, police officer",2010
355254,De Palma,7.101,138,108,tt1683048,en,"An intimate conversation between filmmakers, chronicling De Palma’s 55-year career, his life, and his filmmaking process, with revealing anecdotes and, of course, a wealth of film clips.",6.076564948372901,Documentary,"movie business, interview, biography, director, portrait of a filmmaker",2016
15771,Class Action,6.319,138,105,tt0101590,en,"A liberal activist lawyer alienated his daughter Maggie years ago when she discovered his many affairs. Now a conservative corporate lawyer, Maggie agrees to go up against her father in court. To gain promotion, she must defend an auto manufacturer against charges that their explosion-prone station wagons are unsafe. As her mother begs for peace, Maggie takes on her dad in a trial that turns increasingly personal and nasty.",6.055884650191501,"Drama, Crime","lawyer, courtroom, auto industry, father daughter conflict, estranged daughter",1991
10416,What Planet Are You From?,5.46,138,105,tt0181151,en,"A highly-evolved planet, whose denizens feel no emotion and reproduce by cloning, plans to take over Earth from the inside by sending an operative, fashioned with a humming, mechanical penis, to impregnate an earthling and stay until the birth. The alien, Harold Anderson, goes to Phoenix as a banker and sets to work finding a mate. His approaches to women are inept, and the humming phallus doesn't help, but on the advice of a banking colleague, he cruises an AA meeting, meets Susan, and somehow convinces her to marry. The clock starts to tick: will she conceive, have a baby, and lose Harold (and the child) to his planet before he discovers emotion and starts to care?",6.0331680566648735,"Comedy, Drama, Romance, Science Fiction","erection, alien life-form, alien, reproduction, search for new wife, noise",2000
294562,Lavalantula,5.022,138,83,tt4060576,en,"Giant lava breathing tarantulas – Lavalantulas – erupt out of ancient volcanos in the Santa Monica Mountains, raining death and destruction upon Los Angeles. With the City of Angels on the verge of incineration, only a washed up ‘90s action hero actor stands in the way of this monstrous swarm of bloodthirsty creatures who burn their victims alive.",6.021584974051763,"Horror, Science Fiction, Thriller","monster, lava, mutant, spider, volcano, film in film, los angeles, california, hollywood sign, movie set",2015
50211,Scout Toujours,5.678,138,98,tt0089977,fr,"France, 1965 - An aging mamma's boy becomes the replacement leader of a rowdy group of teenage boy scouts who make his life miserable.",6.038933152577336,Comedy,"boy scouts, boy scouts leader, team leader",1985
168676,Company of Heroes,5.261,138,100,tt2555426,en,"American soldiers lost behind enemy lines during the WWII make a horrific discovery: Hitler has a super bomb in development. Against all odds, they set out to find the scientist in charge of the program who is looking to defect.",6.027905423240195,"Action, Drama, War",world war ii,2013
19846,The Interview,6.796,138,104,tt0120714,en,A duel between a suspected murderer and a detective pressed by people who want results. But whose skin is really wanted?,6.068499103174274,Drama,"police, detective, interview",1998
1285,Torrente 3: The Protector,5.351,138,91,tt0444505,es,"A popular and beautiful politician plans to expose the evil-doings of a multinational corporation. Hoping to silence her, the corporation's top executives decide to hire the most incompetent detective they can find to act as her bodyguard.",6.030285508708643,"Comedy, Crime","police, detective, parody, freaks, friki, spanish politics, torrente",2005
409164,Boys in the Trees,6.6,138,112,tt3445580,en,"On Halloween 1997, two estranged teen skaters embark on a surreal journey through their memories, dreams and fears.",6.063315805931877,"Drama, Horror, Thriller","mask, friendship, dream, photographer, halloween, surreal, vandalism, surrealism, bullying, memory, fear, death, journey, 1990s, boys, skater, estranged friend",2016
